Period,Number,Premium,Big/Small
20250406100010707,8,15458,B
20250406100010706,9,32769,B
20250406100010705,7,93597,B
20250406100010704,2,96792,S
20250406100010703,5,73925,B
20250406100010702,7,50547,B
20250406100010701,6,65756,B
20250406100010700,3,55983,S
20250406100010699,1,24991,S
20250406100010698,4,48954,S
20250406100010697,0,51800,S
20250406100010696,4,20104,S
20250406100010695,6,85986,B
20250406100010694,3,37813,S
20250406100010693,7,58467,B
20250406100010692,9,32599,B
20250406100010691,0,65180,S
20250406100010690,8,72578,B
20250406100010689,2,35682,S
20250406100010688,4,57354,S
20250406100010687,4,23384,S
20250406100010686,2,93082,S
20250406100010685,4,34274,S
20250406100010684,0,49670,S
20250406100010683,0,12620,S
20250406100010682,6,31306,B
20250406100010681,7,31637,B
20250406100010680,7,22097,B
20250406100010679,3,25363,S
20250406100010678,2,97992,S
20250406100010677,9,62519,B
20250406100010676,1,72671,S
20250406100010675,1,40651,S
20250406100010674,7,82857,B
20250406100010673,8,39108,B
20250406100010672,3,62563,S
20250406100010671,7,55817,B
20250406100010670,0,74870,S
20250406100010669,9,14859,B
20250406100010668,0,15220,S
20250406100010667,9,79389,B
20250406100010666,3,28633,S
20250406100010665,4,97424,S
20250406100010664,0,39480,S
20250406100010663,9,33179,B
20250406100010662,1,69211,S
20250406100010661,5,53015,B
20250406100010660,1,66811,S
20250406100010659,2,37462,S
20250406100010658,0,67450,S
20250406100010657,5,76805,B
20250406100010656,4,70544,S
20250406100010655,5,94685,B
20250406100010654,2,81032,S
20250406100010653,2,42352,S
20250406100010652,9,46689,B
20250406100010651,4,70784,S
20250406100010650,0,34260,S
20250406100010649,6,85046,B
20250406100010648,7,47547,B
20250406100010647,9,61419,B
20250406100010646,5,98465,B
20250406100010645,0,84330,S
20250406100010644,9,59529,B
20250406100010643,1,24501,S
20250406100010642,3,59893,S
20250406100010641,5,19355,B
20250406100010640,0,50010,S
20250406100010639,0,72010,S
20250406100010638,0,47250,S
20250406100010637,3,37913,S
20250406100010636,2,11732,S
20250406100010635,0,88130,S
20250406100010634,6,59206,B
20250406100010633,4,71084,S
20250406100010632,9,48699,B
20250406100010631,8,13208,B
20250406100010630,3,70363,S
20250406100010629,2,79442,S
20250406100010628,2,55522,S
20250406100010627,2,28632,S
20250406100010626,5,90295,B
20250406100010625,8,49728,B
20250406100010624,9,50729,B
20250406100010623,4,23304,S
20250406100010622,1,44161,S
20250406100010621,6,61796,B
20250406100010620,8,21328,B
20250406100010619,5,82415,B
20250406100010618,1,96711,S
20250406100010617,4,18884,S
20250406100010616,5,89615,B
20250406100010615,5,62295,B
20250406100010614,0,92230,S
20250406100010613,2,32832,S
20250406100010612,5,75405,B
20250406100010611,5,80055,B
20250406100010610,7,85447,B
20250406100010609,4,93724,S
20250406100010608,2,83672,S
20250406100010607,1,59681,S
20250406100010606,6,29736,B
20250406100010605,0,30300,S
20250406100010604,6,59376,B
20250406100010603,9,28089,B
20250406100010602,6,83046,B
20250406100010601,6,64376,B
20250406100010600,4,12974,S
20250406100010599,7,94167,B
20250406100010598,5,17825,B
20250406100010597,1,90781,S
20250406100010596,8,43408,B
20250406100010595,3,31913,S
20250406100010594,4,77344,S
20250406100010593,7,78317,B
20250406100010592,7,23007,B
20250406100010591,3,82773,S
20250406100010590,8,21348,B
20250406100010589,6,10556,B
20250406100010588,9,40449,B
20250406100010587,0,20900,S
20250406100010586,8,33548,B
20250406100010585,5,65425,B
20250406100010584,7,91487,B
20250406100010583,0,35940,S
20250406100010582,3,19303,S
20250406100010581,9,76619,B
20250406100010580,3,16783,S
20250406100010579,9,40739,B
20250406100010578,4,35054,S
20250406100010577,0,40140,S
20250406100010576,0,90850,S
20250406100010575,0,25820,S
20250406100010574,8,19328,B
20250406100010573,4,26114,S
20250406100010572,6,59616,B
20250406100010571,1,69611,S
20250406100010570,5,44895,B
20250406100010569,0,72700,S
20250406100010568,6,49456,B
20250406100010567,4,50174,S
20250406100010566,4,66824,S
20250406100010565,7,80767,B
20250406100010564,0,67690,S
20250406100010563,7,47437,B
20250406100010562,9,79169,B
20250406100010561,9,70409,B
20250406100010560,6,59706,B
20250406100010559,5,99685,B
20250406100010558,0,62500,S
20250406100010557,3,54083,S
20250406100010556,1,35031,S
20250406100010555,1,43551,S
20250406100010554,2,34322,S
20250406100010553,2,36872,S
20250406100010552,5,69295,B
20250406100010551,9,87149,B
20250406100010550,6,75436,B
20250406100010549,7,61937,B
20250406100010548,2,43012,S
20250406100010547,8,99798,B
20250406100010546,2,73342,S
20250406100010545,9,43729,B
20250406100010544,5,44555,B
20250406100010543,1,11431,S
20250406100010542,0,24570,S
20250406100010541,4,42864,S
20250406100010540,2,75092,S
20250406100010539,2,56002,S
20250406100010538,1,86071,S
20250406100010537,2,68102,S
20250406100010536,5,57405,B
20250406100010535,2,48762,S
20250406100010534,4,25654,S
20250406100010533,3,62423,S
20250406100010532,3,12563,S
20250406100010531,6,79186,B
20250406100010530,3,68193,S
20250406100010529,4,51184,S
20250406100010528,9,34069,B
20250406100010527,3,30793,S
20250406100010526,2,45022,S
20250406100010525,9,92659,B
20250406100010524,7,83077,B
20250406100010523,2,11592,S
20250406100010522,8,96138,B
20250406100010521,7,30077,B
20250406100010520,1,26371,S
20250406100010519,1,13681,S
20250406100010518,2,15592,S
20250406100010517,9,49089,B
20250406100010516,9,16859,B
20250406100010515,1,54991,S
20250406100010514,9,75019,B
20250406100010513,2,32082,S
20250406100010512,3,84553,S
20250406100010511,1,30741,S
20250406100010510,1,11731,S
20250406100010509,6,81956,B
20250406100010508,1,72611,S
20250406100010507,6,68016,B
20250406100010506,8,59088,B
20250406100010505,6,92176,B
20250406100010504,2,17902,S
20250406100010503,2,89862,S
20250406100010502,3,78553,S
20250406100010501,6,23806,B
20250406100010500,6,68316,B
20250406100010499,5,54385,B
20250406100010498,7,93387,B
20250406100010497,5,31745,B
20250406100010496,3,87363,S
20250406100010495,6,68916,B
20250406100010494,5,28375,B
20250406100010493,9,64549,B
20250406100010492,5,59395,B
20250406100010491,3,13323,S
20250406100010490,3,32413,S
20250406100010489,3,95303,S
20250406100010488,3,91723,S
20250406100010487,1,12241,S
20250406100010486,4,97014,S
20250406100010485,0,69150,S
20250406100010484,9,49449,B
20250406100010483,6,31896,B
20250406100010482,6,55746,B
20250406100010481,2,41202,S
20250406100010480,8,19528,B
20250406100010479,8,52098,B
20250406100010478,3,27973,S
20250406100010477,3,82793,S
20250406100010476,4,86244,S
20250406100010475,3,60533,S
20250406100010474,7,51307,B
20250406100010473,7,15727,B
20250406100010472,4,69544,S
20250406100010471,3,46623,S
20250406100010470,3,42303,S
20250406100010469,8,34518,B
20250406100010468,7,60817,B
20250406100010467,4,76184,S
20250406100010466,1,43641,S
20250406100010465,8,45418,B
20250406100010464,6,53376,B
20250406100010463,3,37403,S
20250406100010462,9,64449,B
20250406100010461,1,42931,S
20250406100010460,8,66008,B
20250406100010459,7,39717,B
20250406100010458,4,32574,S
20250406100010457,8,12698,B
20250406100010456,2,95552,S
20250406100010455,9,85629,B
20250406100010454,1,44201,S
20250406100010453,4,45474,S
20250406100010452,1,78881,S
20250406100010451,0,63710,S
20250406100010450,8,96118,B
20250406100010449,2,65172,S
20250406100010448,7,16477,B
20250406100010447,8,41628,B
20250406100010446,9,50459,B
20250406100010445,6,54566,B
20250406100010444,9,92589,B
20250406100010443,1,49831,S
20250406100010442,6,42436,B
20250406100010441,2,68272,S
20250406100010440,7,11187,B
20250406100010439,9,32289,B
20250406100010438,6,56266,B
20250406100010437,0,65000,S
20250406100010436,7,50467,B
20250406100010435,9,60859,B
20250406100010434,9,86389,B
20250406100010433,3,78413,S
20250406100010432,9,93939,B
20250406100010431,9,78809,B
20250406100010430,2,92322,S
20250406100010429,1,92311,S
20250406100010428,6,53516,B
20250406100010427,0,69810,S
20250406100010426,7,80537,B
20250406100010425,4,28644,S
20250406100010424,7,83047,B
20250406100010423,0,67080,S
20250406100010422,9,47909,B
20250406100010421,4,30064,S
20250406100010420,9,76479,B
20250406100010419,0,10780,S
20250406100010418,2,16862,S
20250406100010417,7,19647,B
20250406100010416,1,72661,S
20250406100010415,7,52597,B
20250406100010414,3,47493,S
20250406100010413,4,90744,S
20250406100010412,6,42716,B
20250406100010411,3,59253,S
20250406100010410,6,31956,B
20250406100010409,8,57228,B
20250406100010408,3,13913,S
20250406100010407,3,89843,S
20250406100010406,1,29841,S
20250406100010405,9,26179,B
20250406100010404,4,90424,S
20250406100010403,2,25432,S
20250406100010402,5,73215,B
20250406100010401,5,65655,B
20250406100010400,9,80909,B
20250406100010399,6,66236,B
20250406100010398,0,44630,S
20250406100010397,3,49333,S
20250406100010396,1,54581,S
20250406100010395,3,78043,S
20250406100010394,6,63656,B
20250406100010393,6,16896,B
20250406100010392,5,84035,B
20250406100010391,6,94346,B
20250406100010390,5,84295,B
20250406100010389,3,30573,S
20250406100010388,9,84639,B
20250406100010387,2,51782,S
20250406100010386,7,40937,B
20250406100010385,7,42147,B
20250406100010384,5,27815,B
20250406100010383,3,33613,S
20250406100010382,4,41414,S
20250406100010381,2,98362,S
20250406100010380,5,32065,B
20250406100010379,2,49412,S
20250406100010378,8,95948,B
20250406100010377,6,32886,B
20250406100010376,1,79191,S
20250406100010375,7,32337,B
20250406100010374,0,49760,S
20250406100010373,1,79231,S
20250406100010372,3,48673,S
20250406100010371,8,79508,B
20250406100010370,2,84362,S
20250406100010369,1,83571,S
20250406100010368,6,28406,B
20250406100010367,9,86759,B
20250406100010366,1,34521,S
20250406100010365,4,76104,S
20250406100010364,1,91681,S
20250406100010363,3,59563,S
20250406100010362,8,70298,B
20250406100010361,5,33505,B
20250406100010360,9,59639,B
20250406100010359,6,14886,B
20250406100010358,2,64722,S
20250406100010357,2,25552,S
20250406100010356,9,82309,B
20250406100010355,7,70187,B
20250406100010354,0,82630,S
20250406100010353,8,26468,B
20250406100010352,3,95193,S
20250406100010351,8,48438,B
20250406100010350,2,20832,S
20250406100010349,2,46092,S
20250406100010348,9,67419,B
20250406100010347,1,68401,S
20250406100010346,9,42389,B
20250406100010345,7,74367,B
20250406100010344,3,92503,S
20250406100010343,4,59954,S
20250406100010342,8,69698,B
20250406100010341,1,88851,S
20250406100010340,8,79378,B
20250406100010339,3,15543,S
20250406100010338,8,53788,B
20250406100010337,6,64106,B
20250406100010336,4,56124,S
20250406100010335,6,40146,B
20250406100010334,1,70521,S
20250406100010333,4,24454,S
20250406100010332,0,34310,S
20250406100010331,8,52868,B
20250406100010330,0,41110,S
20250406100010329,3,22103,S
20250406100010328,9,69819,B
20250406100010327,3,34313,S
20250406100010326,1,88561,S
20250406100010325,4,16214,S
20250406100010324,8,91378,B
20250406100010323,3,93893,S
20250406100010322,0,55460,S
20250406100010321,0,64720,S
20250406100010320,2,20312,S
20250406100010319,4,83684,S
20250406100010318,8,74488,B
20250406100010317,3,23723,S
20250406100010316,0,76340,S
20250406100010315,9,42969,B
20250406100010314,0,23640,S
20250406100010313,2,22642,S
20250406100010312,7,24137,B
20250406100010311,5,64655,B
20250406100010310,9,52729,B
20250406100010309,7,52767,B
20250406100010308,3,27763,S
20250406100010307,5,23495,B
20250406100010306,7,77477,B
20250406100010305,8,92468,B
20250406100010304,7,89107,B
20250406100010303,1,87181,S
20250406100010302,9,45689,B
20250406100010301,5,24805,B
20250406100010300,2,71732,S
20250406100010299,7,22577,B
20250406100010298,5,24875,B
20250406100010297,4,96844,S
20250406100010296,8,55748,B
20250406100010295,2,58592,S
20250406100010294,5,43055,B
20250406100010293,9,71309,B
20250406100010292,7,38517,B
20250406100010291,8,96888,B
20250406100010290,7,39267,B
20250406100010289,1,49151,S
20250406100010288,9,22589,B
20250406100010287,3,26563,S
20250406100010286,7,99847,B
20250406100010285,6,97656,B
20250406100010284,3,50363,S
20250406100010283,6,31486,B
20250406100010282,1,29541,S
20250406100010281,4,25174,S
20250406100010280,8,45698,B
20250406100010279,9,21339,B
20250406100010278,9,10069,B
20250406100010277,9,12399,B
20250406100010276,4,14654,S
20250406100010275,0,16330,S
20250406100010274,5,96635,B
20250406100010273,6,78456,B
20250406100010272,9,98809,B
20250406100010271,5,10315,B
20250406100010270,1,38691,S
20250406100010269,7,36147,B
20250406100010268,2,10822,S
20250406100010267,2,96412,S
20250406100010266,8,51008,B
20250406100010265,5,87895,B
20250406100010264,2,64292,S
20250406100010263,0,80900,S
20250406100010262,2,34662,S
20250406100010261,8,34268,B
20250406100010260,3,56873,S
20250406100010259,0,78510,S
20250406100010258,0,39800,S
20250406100010257,6,20556,B
20250406100010256,5,37025,B
20250406100010255,7,35367,B
20250406100010254,8,78408,B
20250406100010253,6,51926,B
20250406100010252,2,76612,S
20250406100010251,9,60929,B
20250406100010250,4,89634,S
20250406100010249,5,36165,B
20250406100010248,7,16087,B
20250406100010247,6,55276,B
20250406100010246,5,38995,B
20250406100010245,6,19576,B
20250406100010244,6,88666,B
20250406100010243,1,45721,S
20250406100010242,0,57990,S
20250406100010241,1,92541,S
20250406100010240,9,12479,B
20250406100010239,3,41493,S
20250406100010238,9,26269,B
20250406100010237,2,43572,S
20250406100010236,3,84393,S
20250406100010235,4,91064,S
20250406100010234,3,23383,S
20250406100010233,0,37740,S
20250406100010232,2,33452,S
20250406100010231,3,84683,S
20250406100010230,1,43481,S
20250406100010229,7,76317,B
20250406100010228,9,75409,B
20250406100010227,0,93250,S
20250406100010226,4,32644,S
20250406100010225,7,12237,B
20250406100010224,1,74351,S
20250406100010223,0,65950,S
20250406100010222,3,70803,S
20250406100010221,2,69442,S
20250406100010220,2,55102,S
20250406100010219,3,77633,S
20250406100010218,3,62073,S
20250406100010217,9,72809,B
20250406100010216,7,90587,B
20250406100010215,3,73473,S
20250406100010214,9,16279,B
20250406100010213,0,90350,S
20250406100010212,9,49339,B
20250406100010211,8,36768,B
20250406100010210,7,32017,B
20250406100010209,6,89126,B
20250406100010208,7,64817,B
20250406100010207,8,14748,B
20250406100010206,8,42058,B
20250406100010205,1,65341,S
20250406100010204,4,21054,S
20250406100010203,8,13148,B
20250406100010202,8,35488,B
20250406100010201,0,47190,S
20250406100010200,9,80869,B
20250406100010199,4,45174,S
20250406100010198,8,24358,B
20250406100010197,0,93180,S
20250406100010196,9,37739,B
20250406100010195,6,58746,B
20250406100010194,1,41411,S
20250406100010193,3,39613,S
20250406100010192,2,96782,S
20250406100010191,7,87877,B
20250406100010190,6,20736,B
20250406100010189,0,41900,S
20250406100010188,8,64578,B
20250406100010187,4,87734,S
20250406100010186,7,81147,B
20250406100010185,9,86739,B
20250406100010184,5,15835,B
20250406100010183,7,55597,B
20250406100010182,5,61465,B
20250406100010181,0,58200,S
20250406100010180,3,64903,S
20250406100010179,2,32702,S
20250406100010178,2,94762,S
20250406100010177,2,20242,S
20250406100010176,7,97527,B
20250406100010175,6,86716,B
20250406100010174,2,24332,S
20250406100010173,5,69175,B
20250406100010172,4,51454,S
20250406100010171,6,57296,B
20250406100010170,6,64856,B
20250406100010169,6,66406,B
20250406100010168,5,42455,B
20250406100010167,9,94559,B
20250406100010166,2,65112,S
20250406100010165,4,34714,S
20250406100010164,2,88042,S
20250406100010163,9,53429,B
20250406100010162,6,39326,B
20250406100010161,2,73892,S
20250406100010160,6,44356,B
20250406100010159,2,70202,S
20250406100010158,2,97922,S
20250406100010157,1,18261,S
20250406100010156,3,52863,S
20250406100010155,9,33339,B
20250406100010154,5,71195,B
